Start,Finish,Conflict,Victorious party,Defeated party
1928,1931,Kongo-Wara rebellion,France,Gbaya people
1929,1929,Sino-Soviet conflict (1929),Soviet Union,Republic of China (1912–49)
1929,1930,Women's War,,"United Kingdom, Colonial Nigeria"
1930,1930,Yen Bai mutiny,French Indochina,Viet Nam Quoc Dan Dang
1930,1930,Central Plains War,"Taiwan, Chiang Kai-shek","Taiwan, Yan Xishan, Feng Yuxiang, Wang Jingwei, Li Zongren"
1930,1930,Chittagong armoury raid,British Empire,Anushilan Samiti
1930,1930,Gugsa Wale's Rebellion,Haile Selassie,
1930,1931,Nghe-Tinh Revolt,French Indochina,
1930,1932,Saya San,British Empire,
1930,1932,Sino-Tibetan War,Republic of China (1912–49),"Tibet, Tibet (1912–1951)"
1931,1931,March Incident,Empire of Japan,Sakurakai
1931,1931,October Incident,Empire of Japan,Sakurakai
1931,1931,Chilean naval mutiny of 1931,Chile,Chilean Navy
1931,1932,Japanese invasion of Manchuria,Empire of Japan,Republic of China (1912–49)
1931,1932,Ahmed Barzani revolt,Kingdom of Iraq,
1931,1934,Kumul Rebellion,Republic of China (1912–49),First East Turkestan Republic
1932,1932,Constitutionalist Revolution,"Brazil, Vargas Era",São Paulo (state)
1932,1932,Ecuadorian Civil War,,Ecuador
1932,1932,January 28 Incident,Republic of China (1912–49),Empire of Japan
1932,1932,May 15 Incident,Empire of Japan,
1932,1932,1932 armed uprising in Mongolia,"Mongolian People's Republic, Soviet Union",
1932,1932,Kirghiz rebellion,Republic of China (1912–49),
1932,1932,Mäntsälä rebellion,Finland,Lapua movement
1932,1932,1932 Salvadoran peasant massacre,El Salvador,
1932,1933,Leticia Incident,Colombia,Peru
1932,1935,Chaco War,Paraguay,Bolivia
1933,1933,Boworadet Rebellion,Thailand,
1933,1933,Anarchist uprising in Spain (1933),Second Spanish Republic,
1933,1933,Casas Viejas incident,Second Spanish Republic,
1934,1934,Asturian miners' strike of 1934,Second Spanish Republic,
1934,1934,Soviet invasion of Xinjiang,Republic of China (1912–49),"Soviet Union, Russian Empire, White movement, Torgut"
1934,1934,Military Academy incident,Empire of Japan,Imperial Way Faction
1934,1934,Austrian Civil War,"Austria, First Austrian Republic, Fatherland's Front",Social Democratic Party of Austria
1934,1934,July Putsch,"Austria, First Austrian Republic",
1934,1934,1934 Khamba Rebellion,"Tibet, Tibet (1912–1951), Sichuan clique, Communist Party of China",
1934,1934,Saudi–Yemeni War,Saudi Arabia,"Yemen, Mutawakkilite Kingdom of Yemen"
1935,1935,1935 Yazidi revolt,Kingdom of Iraq,
1935,1935,Goharshad Mosque rebellion,Iran,
1935,1935,1935 Greek coup d'état attempt,Second Hellenic Republic,Venizelism
1935,1936,1935–36 Iraqi Shia revolts,Kingdom of Iraq,
1935,1936,Second Italo-Ethiopian War,Kingdom of Italy,Ethiopian Empire
1936,1936,1936 Naval Revolt (Portugal),Portugal,
1936,1936,February 26 Incident,Empire of Japan,
1936,1939,1936–39 Arab revolt in Palestine,"United Kingdom, British Army, Palestine Police Force, Jewish Settlement Police, Jewish Supernumerary Police, Haganah, Special Night Squads, Fosh (Haganah unit), Peulot Meyuhadot, Irgun",Arab Higher Committee
1936,1939,Spanish Civil War,"National faction (Spanish Civil War), Falange, Carlism, Spanish Confederation of the Autonomous Right, Alfonsism, Army of Africa (Spain), Kingdom of Italy, Nazi Germany, Estado Novo (Portugal), Foreign involvement in the Spanish Civil War","Second Spanish Republic, Republican faction (Spanish Civil War), Second Spanish Republic, Spanish Republican Army, Popular Front (Spain), Confederación Nacional del Trabajo, Federación Anarquista Ibérica, Unión General de Trabajadores, Republican Left of Catalonia, Basque Country (autonomous community), Euzko Gudarostea, Partido Galeguista (1931), International Brigades, Soviet Union, Mexico, France, French Third Republic"
1937,1937,Islamic rebellion in Xinjiang (1937),"Soviet Union, Russian Empire, White movement",Republic of China (1912–49)
1937,1937,Dieu Python movement,French Indochina,Degar
1937,1938,Dersim Rebellion,Turkey,
1937,1945,Second Sino-Japanese War,"Republic of China (1912–49), Communist Party of China, United States, British Empire","Empire of Japan, Manchukuo, Mengjiang"
1938,1938,Battle of Lake Khasan,Soviet Union,"Manchukuo, Empire of Japan"
1938,1938,1938 Greek coup d'état attempt,Second Hellenic Republic,Venizelism
1939,1939,Carpatho-Ukraine,Kingdom of Hungary (1920–46),"Ukraine, Carpatho-Ukraine"
1939,1939,Slovak–Hungarian War,Kingdom of Hungary (1920–46),Slovak Republic (1939–1945)
1939,1939,Italian invasion of Albania,Kingdom of Italy,"Albania, Kingdom of Albania (1928–39)"
1939,1939,Battle of Khalkhin Gol,"Soviet Union, Mongolia, Mongolian People's Republic","Empire of Japan, Manchukuo"
1939,1945,World War II,"Poland, Second Polish Republic, Australia, France, French Third Republic, New Zealand, British Empire, Union of South Africa, Canada, British Raj, Czechoslovakia, Czechoslovak government-in-exile, Denmark, Norway, Belgium, Luxembourg, Netherlands, Free France, Kingdom of Greece, Kingdom of Yugoslavia, Soviet Union, Panama, Costa Rica, Dominican Republic, El Salvador, Haiti, Honduras, Nicaragua, United States, Republic of China (1912–49), Guatemala, Cuba, Commonwealth of the Philippines, Mexico, Brazil, Vargas Era, Ethiopian Empire, Kingdom of Iraq, Bolivia, Colombia, Iran, Imperial State of Iran, Democratic Federal Yugoslavia, Liberia, Peru, Kingdom of Italy, Kingdom of Romania, Kingdom of Bulgaria, San Marino, Wikipedia:Citation needed, Albania, Ecuador, Paraguay, Uruguay, Venezuela, Turkey, Egypt, Lebanon, Syria, Saudi Arabia, Argentina, Chile","Nazi Germany, Kingdom of Italy, Hungary, Empire of Japan, Bulgaria, Independent State of Croatia, Kingdom of Romania, Italian Social Republic, Slovakia, Slovak Republic (1939–1945), Manchukuo, Mengjiang, Reorganized National Government of the Republic of China, France, Vichy France, Finland, Kingdom of Iraq, Thailand"
1939,1940,Winter War,Soviet Union,Finland
1940,1940,Czortków uprising,Soviet Union,
1940,1940,Soviet occupation of Bessarabia and Northern Bukovina,Soviet Union,Romania
1940,1941,Franco-Thai War,Thailand,"France, Vichy France, French Indochina"
1941,1941,Legionnaires' rebellion and Bucharest pogrom,Kingdom of Romania,Iron Guard
1941,1941,Ecuadorian–Peruvian War,Peru,Ecuador
1941,1941,Anglo-Iraqi War,"United Kingdom, British Raj, Jordan, Emirate of Transjordan","Kingdom of Iraq, Nazi Germany, Kingdom of Italy"
1941,1944,Continuation War,"Soviet Union, United Kingdom","Finland, Nazi Germany, Kingdom of Italy"
1941,1944,Hama Rashid revolt,Pahlavi dynasty,
1942,1954,Hukbalahap Rebellion,"Philippines, United States","Hukbalahap, Soviet Union, Empire of Japan"
1943,1943,Woyane rebellion,"Ethiopian Empire, United Kingdom",
1943,1944,Jesselton Revolt,Empire of Japan,
1943,1949,Ukrainian Insurgent Army,"Soviet Union, Poland, People's Republic of Poland",Ukrainian Insurgent Army
1944,1945,Lapland War,Finland,Nazi Germany
1944,1946,Ukrainian Insurgent Army,"Poland, People's Republic of Poland",Cursed soldiers
1944,1947,Jewish insurgency in Palestine,"Jewish Resistance Movement, Haganah, Irgun, Lehi (group)","United Kingdom, British Army, United Kingdom, Royal Navy, United Kingdom, Royal Air Force, Palestine Police Force"
1944,1949,Ili Rebellion,"Communist Party of China, Second East Turkestan Republic, Soviet Union, Russia, White movement, Mongolian People's Republic","Republic of China (1912–49), National Revolutionary Army"
1944,1951,Goryani,People's Republic of Bulgaria,Goryani
1944,1953,Guerilla war in the Baltic states,Soviet Union,"Estonia, Latvia, Lithuania, Forest Brothers"
1945,Ongoing,Korean conflict,,
1945,1946,War in Vietnam (1945–46),Viet Minh,"United Kingdom, British Raj, Provisional Government of the French Republic, Occupation of Japan"
1945,1949,Indonesian National Revolution,Indonesia,"Netherlands, United Kingdom, Japan"
1945,1946,Iran crisis of 1946,Imperial State of Iran,"Republic of Mahabad, Azerbaijan People's Government"
1946,1954,First Indochina War,"Viet Minh, Pathet Lao, Khmer Issarak, United Issarak Front, Soviet Union, China","French Union, French Fourth Republic, State of Vietnam, Cambodia, Kingdom of Laos, United States"
1946,1949,Greek Civil War,"Kingdom of Greece, Hellenic Army, United Kingdom","Provisional Democratic Government, Democratic Army of Greece, National Liberation Front (Macedonia)"
1947,1947,Paraguayan Civil War (1947),"Higinio Morínigo, Military of Paraguay, Colorado Party (Paraguay)","Liberal Party (Paraguay), Revolutionary Febrerista Party, Paraguayan Communist Party"
1947,1947,Integration of Junagadh,India,Junagadh State
1947,1948,Indo-Pakistani War of 1947,India,Pakistan
1947,1948,Malagasy Uprising,France,
1947,1948,1947–48 Civil War in Mandatory Palestine,"Yishuv, Haganah, Irgun, Lehi (group)","Palestinian people, Army of the Holy War, Arab Liberation Army"
1948,1948,Madiun Affair,Indonesia,Indonesian Socialist Party
1948,1948,Hyderabad Police Action,India,Hyderabad State
1948,1948,Costa Rican Civil War,José Figueres Ferrer,Teodoro Picado Michalski
1948,1948,Yeosu–Suncheon rebellion,South Korea,
1948,1949,Jeju uprising,South Korea,Workers' Party of South Korea
1948,1949,1948 Arab–Israeli War,Israel,"Kingdom of Egypt, Kingdom of Iraq, Jordan, Syrian Republic (1930-1958), Holy War Army, Arab Liberation Army, Lebanon"
1948,Ongoing,Internal conflict in Burma,"Anti-Fascist People's Freedom League, Tatmadaw, Burma Socialist Programme Party, State Peace and Development Council, Myanmar, Union Solidarity and Development Party, Democratic Karen Buddhist Army","Karen National Union, Karen National Liberation Army, Democratic Karen Buddhist Army, Mujahideen, Communist Party of Burma, Communist Party (Burma), Myanmar National Democratic Alliance Army, National Democratic Alliance Army, Shan State Army, Shan State Army – South, Shan State Army – North, Shan State National Army, Wa National Army, United Wa State Party, United Wa State Army, Kachin Independence Organisation, Kachin Independence Army, Pa-O National Organization, Mong Tai Army, God's Army (revolutionary group), All Burma Students' Democratic Front, Shan State Volunteer Force (page does not exist), Rohingya National Army, Ta'ang National Liberation Army, Republic of China, Thailand, United States, China, People's Republic of China"
1948,1958,La Violencia,,
1948,1960,Malayan Emergency,"United Kingdom, Australia, New Zealand, Federation of Malaya, Southern Rhodesia, Fiji, King's African Rifles, Gurkha","Malayan Communist Party, Malayan Races Liberation Army"
1949,1949,Palace Rebellion,Thailand,Pridi Phanomyong
1949,1961,Kuomintang insurgency (page does not exist),China,"Taiwan, Kuomintang"
1949,1965,Darul Islam (Indonesia),"Indonesia, Netherlands",Darul Islam (Indonesia)
1950,1950,Battle of Chamdo,China,Tibet
1950,1950,Makassar Uprising,Indonesia,
1950,1950,APRA coup d'état,"Indonesia, Netherlands",Legion of Ratu Adil
1950,1950,Utuado Uprising,United States,Puerto Rican Nationalist Party
1950,1950,San Juan Nationalist revolt,United States,Puerto Rican Nationalist Party
1950,1950,Jayuya Uprising,United States,Puerto Rican Nationalist Party
1950,1953,Korean War,"United Nations Command, First Republic of South Korea, United States, United Kingdom, Australia, Belgium, Canada, French Fourth Republic, Philippines, Colombia, Ethiopian Empire, Kingdom of Greece, Luxembourg, Netherlands, New Zealand, Union of South Africa, Thailand, Turkey, Denmark, India, Italy, Norway, Sweden","North Korea, China, Soviet Union, People's Republic of Bulgaria, Czechoslovak Socialist Republic, People's Republic of Hungary, People's Republic of Poland, Romanian People's Republic"
1950,1958,Kuomintang Islamic insurgency,China,Taiwan
1951,1951,Manhattan Rebellion,Thailand,
1952,1960,Mau Mau Uprising,United Kingdom,Kikuyu people
1953,1959,Cuban Revolution,26th of July Movement,Fulgencio Batista
1954,1954,Coup d'état of Yanaon,,French India
1954,1954,Annexation of Dadra and Nagar Haveli,"India, India","Portugal, Portugal"
1953,1975,Laotian Civil War,"Pathet Lao, North Vietnam","Kingdom of Laos, United States, Thailand, South Vietnam"
1954,1959,Jebel Akhdar War,Muscat and Oman,"Imamate of Oman, Ibadi"
1954,1962,Algerian War,"National Liberation Front (Algeria), Algerian National Movement, Algerian Communist Party","France, Organisation de l'armée secrète, Front Algérie Française"
1955,1972,First Sudanese Civil War,"Southern Sudan Liberation Movement, Azania Liberation Front, Anyanya","Anglo-Egyptian Sudan, History of Sudan (1956–1969), History of Sudan (1969–1985)"
1955,1975,Vietnam War,"North Vietnam, Viet Cong, Khmer Rouge, Khmer Issarak, Pathet Lao, China, North Korea","South Vietnam, United States, South Korea, Thailand, Australia, New Zealand, Kingdom of Laos, Khmer Republic, Turkey"
1956,1956,Quỳnh Lưu Uprising,North Vietnam,
1956,1956,Poznań 1956 protests,People's Republic of Poland,
1956,1956,Hungarian Revolution of 1956,"Soviet Union, State Protection Authority",Hungary
1956,1956,Suez Crisis,"Israel, United Kingdom, French Fourth Republic",Republic of Egypt (1953–1958)
1957,1958,Ifni War,"Spain, France",Morocco
1958,1958,1958 Lebanon crisis,"Lebanon, United States","Al-Mourabitoun, Lebanese Communist Party, Progressive Socialist Party"
1958,1958,14 July Revolution,"Iraq, Iraqi Republic (1958–1968)","Arab Federation, Arab Federation"
1958,1959,North Vietnamese invasion of Laos,North Vietnam,Kingdom of Laos
1958,1961,Permesta,Indonesia,
1959,1959,1959 Mosul uprising,"Iraq, Iraq",United Arab Republic
1959,1959,1959 Tibetan uprising,China,"Tibet, Chushi Gangdruk"
1959,1965,Escambray Rebellion,Cuba,
1959,2011,Basque conflict,"Spain, Grupos Antiterroristas de Liberación, Alianza Apostólica Anticomunista, Batallón Vasco Español, France","ETA (separatist group), Basque National Liberation Movement, ETA (pm), Iparretarrak"
1960,1960,1960 Ethiopian coup attempt,Ethiopian Empire,Kebur Zabangna
1960,1961,Campaign at the China–Burma Border,"China, Myanmar",National Revolutionary Army
1960,1965,Congo Crisis,"Democratic Republic of the Congo, Republic of the Congo (Léopoldville), Soviet Union, United Nations, United Nations Operation in the Congo, Ghana, Tunisia, Morocco, Ethiopian Empire, Republic of Ireland, Guinea, Sweden, Mali, Sudan, Liberia, Canada, India, Indonesia, United Arab Republic, Democratic Republic of the Congo, Republic of the Congo (Léopoldville), United States, Belgium","State of Katanga, South Kasai, Belgium, France, Union of South Africa, Rhodesia, Democratic Republic of the Congo, Simba Rebellion, Soviet Union, China, Cuba"
1960,Ongoing,Katanga insurgency,"Democratic Republic of the Congo, United Nations, MONUSCO, Benin, Egypt","Mai-Mai Kata Katanga, Mai Mai Gédéon (page does not exist), CORAK (page does not exist), CPK (Congo) (page does not exist), Democratic Forces for the Liberation of Rwanda, Mai Mai Yakutumba (page does not exist)"
1960,1996,Guatemalan Civil War,Guatemalan military,URNG
1960,Ongoing,South Thailand insurgency,Thailand,"Barisan Revolusi Nasional, Runda Kumpulan Kecil, Pattani Islamic Mujahideen Movement, United Mujahideen Front of Pattani (page does not exist), Islamic Front for the Liberation of Pattani, Patani United Liberation Organisation, Jemaah Islamiyah, Barisan Nasional Pembebasan Patani"
1960,Ongoing,Xinjiang conflict,,
1961,1990,Nicaraguan Revolution,FSLN,"Contras, Somoza family"
1961,1970,First Iraqi–Kurdish War,Kurdistan Democratic Party,"History of Iraq (1958–1968), Syrian Republic (1930–1958)"
1961,1961,Bay of Pigs Invasion,Cuba,"United States, Cuban exile"
1961,1961,Bizerte crisis,France,Tunisia
1961,1962,Operation Trikora,Indonesia,Netherlands
1961,1991,Eritrean War of Independence,"Eritrean People's Liberation Front, Eritrean Liberation Front","People's Democratic Republic of Ethiopia, Cuba, Soviet Union, People's Democratic Republic of Yemen"
1961,1961,Indian annexation of Goa,India,Portugal
1961,1975,Angolan War of Independence,"National Liberation Front of Angola, UNITA, MPLA, Front for the Liberation of the Enclave of Cabinda","Portugal, South Africa"
1962,1964,Tuareg rebellion (1962–64),Mali,Tuareg people
1962,1970,North Yemen Civil War,"Yemen Arab Republic, Egypt","Mutawakkilite Kingdom of Yemen, Saudi Arabia, Jordan, United Kingdom"
1962,1962,Sino-Indian War,China,India
1962,1962,Brunei revolt,"United Kingdom, Brunei, Federation of Malaya","Brunei People's Party, Indonesia"
1962,1990,Sarawak Communist Insurgency,"United Kingdom, Malaysia",North Kalimantan Communist Party
1962,1976,Dhofar Rebellion,"Oman, Pahlavi dynasty, United Kingdom, Jordan","Dhofar Liberation Front, Popular Front for the Liberation of the Occupied Arabian Gulf, National Democratic Front for the Liberation of Oman and the Arabian Gulf, Popular Front for the Liberation of Oman"
1963,1963,Sand War,Morocco,Algeria
1963,1963,Ramadan Revolution,Ba'ath Party,"Iraq, Iraq, Iraqi Communist Party"
1963,1963,November 1963 Iraqi coup d'état,Iraq,Ba'ath Party
1963,1963,1963 Syrian coup d'état,Arab Socialist Ba'ath Party – Syria Region,"Syria, Syria"
1963,1966,Indonesia–Malaysia confrontation,"Malaysia, United Kingdom, Australia, New Zealand",Indonesia
1963,1967,Shifta War,Kenya,Somalia
1963,1970,Bale Revolt,Ethiopian Empire,"Oromo people, Somalis"
1963,1974,Guinea-Bissau War of Independence,African Party for the Independence of Guinea and Cape Verde,Portugal
1963,1967,Aden Emergency,"National Liberation Front (Yemen), Front for the Liberation of Occupied South Yemen","United Kingdom, Federation of South Arabia, Federation of South Arabia"
1964,1964,Simba rebellion,"Democratic Republic of the Congo, Republic of the Congo (Léopoldville), Belgium, United States",
1964,1979,Rhodesian Bush War,"Zimbabwe African National Liberation Army, FRELIMO, Zimbabwe People's Revolutionary Army, Umkhonto we Sizwe","Rhodesia, Zimbabwe Rhodesia"
1964,1992,FULRO insurgency against Vietnam,"North Vietnam, Provisional Revolutionary Government of the Republic of South Vietnam, Viet Cong, South Vietnam, Vietnam",United Front for the Liberation of Oppressed Races
1964,Present,Colombian conflict (1964–present),Colombia,"FARC, National Liberation Army (Colombia), Popular Liberation Army, Indigenous Revolutionary Armed Forces of the Pacific, 19th of April Movement, Peasant Student Workers Movement, Movimiento Armado Quintin Lame, Ernesto Rojas Commandos, Guevarista Revolutionary Army, Workers Revolutionary Party of Colombia"
1964,1974,Mozambican War of Independence,FRELIMO,Portugal
1964,Ongoing,Insurgency in Northeast India,India,"National Socialist Council of Nagaland, People's Revolutionary Party of Kangleipak, United Liberation Front of Asom, All Tripura Tiger Force"
1964,1964,Zanzibar Revolution,"Afro-Shirazi Party, Umma Party (Zanzibar)",Sultanate of Zanzibar
1965,1965,30 September Movement,Indonesia,
1965,1965,Dominican Civil War,United States,
1965,1966,American occupation of the Dominican Republic (1965–66),"United States, Brazilian military government, Honduras, Paraguay, Nicaragua, Costa Rica, El Salvador",Dominican Republic
1965,1965,Indo-Pakistani War of 1965,India,Pakistan
1965,1983,Communist insurgency in Thailand,Thailand,Communist party of Thailand
1965,1979,Chadian Civil War (1965–79),"FROLINAT, Chad, Transitional Government of National Unity, History of Libya under Muammar Gaddafi#Great Socialist People's Libyan Arab Jamahiriya (1977–2011), Libya","Chad, France"
1966,1967,Stanleyville mutinies,Democratic Republic of the Congo,
1966,1967,Ñancahuazú Guerrilla,"Bolivia, United States",Ejército de Liberación Nacional
1966,1969,Korean DMZ Conflict (1966–69),"Third Republic of South Korea, United States",North Korea
1966,1989,South African Border War,"Angola, Cuba, SWAPO, Zambia, Umkhonto we Sizwe","South Africa, UNITA"
1967,1967,Nathu La and Cho La incidents,India,China
1967,1967,Six-Day War,Israel,"Egypt, Syria, Jordan, Iraq (1958–1968), Saudi Arabia, Morocco, Algeria, Kingdom of Libya, Kuwait, Tunisia, History of Sudan (1956–1969), Palestine Liberation Organization"
1967,1968,1967 Kurdish revolt in Iran,"Iran, Pahlavi dynasty",
1967,1974,Araguaia Guerrilla War,"Brazil, Brazilian military government",Communist Party of Brazil
1967,1975,Cambodian Civil War,"National United Front of Kampuchea, Khmer Rouge, North Vietnam, Viet Cong","Khmer Republic, United States, South Vietnam"
1967,1970,Nigerian Civil War,Nigeria,Biafra
1967,1970,War of Attrition,Israel,"Egypt, Soviet Union, Cuba, Palestine Liberation Organization, Jordan, Syria"
1967,Ongoing,Naxalite–Maoist insurgency,India,"Communist Party of India (Marxist–Leninist) Naxalbari, Communist Party of United States of India, Communist Party of India (Marxist–Leninist) New Democracy, Communist Party of India (Marxist–Leninist) (Mahadev Mukherjee), Centre of Indian Communists, People's Liberation Army of Manipur, Tamil Nadu Liberation Army, Purbo Banglar Communist Party"
1968,1989,Communist insurgency in Malaysia (1968–89),"Malaysia, Thailand",Malayan Communist Party
1968,1998,The Troubles,United Kingdom,Provisional Irish Republican Army
1968,1982,Years of Lead (Italy),Italy,"Left-wing terrorism, Red Brigades, Prima Linea, October 22 Group, Armed Proletarians for Communism, Lotta Continua, Potere Operaio, Autonomia Operaia, Right-wing terrorism, National Vanguard (Italy), OrdineNero (page does not exist), Nuclei Armati Rivoluzionari, Terza Posizione"
1968,1968,Warsaw Pact invasion of Czechoslovakia,"Soviet Union, People's Republic of Bulgaria, East Germany, People's Republic of Hungary, People's Republic of Poland",Czechoslovak Socialist Republic
1969,Ongoing,Civil conflict in the Philippines,"Philippines, Philippines, United States, Australia, Indonesia, Politics of Indonesia, Malaysia, Government of Malaysia","Communist Party of the Philippines, New People's Army, National Democratic Front (Philippines), Bagong Alyansang Makabayan, Moro people, Moro National Liberation Front, Moro Islamic Liberation Front, Sultanate of Sulu, Rajah Sulaiman movement, Jemaah Islamiyah, Bangsamoro Islamic Freedom Fighters"
1969,Ongoing,CPP-NPA-NDF rebellion,"Philippines, Philippines, United States, Alsa Masa (page does not exist)","Communist Party of the Philippines, New People's Army, Revolutionary People's Army under the Marxist-Leninist Party of the Philippines (page does not exist), Armed Partisans of Labor (page does not exist), Revolutionary People's Army, Alex Boncayo Brigade (page does not exist), Cordillera People's Liberation Army (page does not exist), China, History of Libya under Muammar Gaddafi, North Korea, Vietnam"
1969,Ongoing,Moro insurgency in the Philippines,"Philippines, Armed Forces of the Philippines, Philippine National Police, United States, Australia, Malaysia, Indonesia, Brunei, Indonesia, Japan, Malaysia, Norway, European Union","Moro National Liberation Front, Moro Islamic Liberation Front, Moro Resistance and Liberation Organization, Private army, Egypt, Libya, History of Libya under Muammar Gaddafi, Malaysia, Rajah Sulaiman movement, Islamic State of Iraq and the Levant, Khalifa Islamiyah Mindanao, Bangsamoro Islamic Freedom Fighters, Jemaah Islamiyah, Al-Qaeda, 14K Triad, Islamic State of Iraq and the Levant, Abu Sayyaf"
1969,1969,Football War,El Salvador,Honduras
1969,1969,Al-Wadiah War,Saudi Arabia,People's Democratic Republic of Yemen
1969,1969,Sino-Soviet border conflict,China,Soviet Union
1969,Ongoing,Papua conflict,Indonesia,Free Papua Movement
1970,1971,Black September in Jordan,Jordan,"Palestine Liberation Organization, Syria"
1970,1972,Reggio revolt,Italy,"Christian Democracy (Italy), Italian Social Movement, Italian Social Democratic Party, General Labour Union (Italy), Italian General Confederation of Labour, 'Ndrangheta"
1970,1982,Dirty War (Mexico),"Mexico, United States","Party of the Poor (Mexico), Liga Comunista 23 de Septiembre"
1971,1971,Bangladesh Liberation War,"Provisional Government of Bangladesh, India",Pakistan
1971,1972,1971 Janatha Vimukthi Peramuna Insurrection,Dominion of Ceylon,Janatha Vimukthi Peramuna
1971,1971,Indo-Pakistani War of 1971,India,Pakistan
1972,1974,Eritrean Civil Wars,Eritrean People's Liberation Front,Eritrean Liberation Front
1972,1975,1972-1975 Bangladesh insurgency,"Bangladesh, Bangladesh","Gonobahini, Purba Banglar Sarbahara Party"
1973,1973,Yom Kippur War,Israel,"Egypt, Syria, Yom Kippur War, Iraq, Ba'athist Iraq, Jordan, Algeria, Cuba, Wikipedia:Verifiability, Morocco"
1973,1990,Armed resistance in Chile (1973–90),Chile,"Revolutionary Left Movement (Chile), Manuel Rodríguez Patriotic Front, Lautaro Youth Movement"
1973,Ongoing,Oromo Conflict,"Ethiopian Empire, Derg, People's Democratic Republic of Ethiopia, Ethiopia, Transitional Government of Ethiopia, Ethiopia","Oromo Liberation Front, Islamic Front for the Liberation of Oromia, Oromo Independence Movement (page does not exist), Conference of Oromiya Peoples Liberation Front (page does not exist), Oromo Youth Revolutionary Movement (page does not exist)"
1974,1974,Turkish invasion of Cyprus,Turkey,"Cyprus, Greece"
1974,1974,Battle of the Paracel Islands,China,South Vietnam
1974,1991,Ethiopian Civil War,"Ethiopian People's Revolutionary Party, Tigray People's Liberation Front, All-Ethiopia Socialist Movement, Amhara National Democratic Movement, Ethiopian Democratic Unity Party, Oromo Liberation Front, Ogaden National Liberation Front, Western Somali Liberation Front, Afar Liberation Front","Derg, Cuba, East Germany, Soviet Union, North Korea, History of Libya under Muammar Gaddafi"
1974,1975,Second Iraqi–Kurdish War,Ba'athist Iraq,Kurdistan Democratic Party of Iraq
1975,2002,Angolan Civil War,"Popular Movement for the Liberation of Angola, Cuba, Soviet Union, East Germany, SWAPO, Umkhonto we Sizwe, Vietnam, Portugal","National Liberation Front of Angola, UNITA, South Africa, Front for the Liberation of the Enclave of Cabinda, Zaire, United States, China"
1975,Ongoing,Cabinda War,"Angola, Cuba, East Germany, Soviet Union",Front for the Liberation of the Enclave of Cabinda
1975,1991,Western Sahara War,"Morocco, Mauritania, France","Polisario Front, Algeria"
1975,1979,PUK insurgency,Iraq,"Patriotic Union of Kurdistan, Kurdistan Democratic Party"
1975,1990,Lebanese Civil War,"Lebanese Front, Syria, Tigers Militia, Marada Movement, Israel, South Lebanon Army, United States, France, Italy","Syria, Palestine Liberation Army, Arab Deterrent Force, Lebanese National Movement, Lebanese National Resistance Front, Amal Movement, Lebanese Communist Party, Syrian Social Nationalist Party, Palestine Liberation Organization, Hezbollah"
1975,1989,Cambodian–Vietnamese War,"Vietnam, Kampuchean United Front for National Salvation","Democratic Kampuchea, Thailand, United States"
1975,2007,Insurgency in Laos,"Laos, Vietnam","Hmong people, United States"
1975,1975,Indonesian invasion of East Timor,Indonesia,"Revolutionary Front for an Independent East Timor, Falintil"
1976,1983,Dirty War,Argentina,"Montoneros, People's Revolutionary Army (Argentina)"
1976,2005,Insurgency in Aceh,Indonesia,Free Aceh Movement
1976,1980,Political violence in Turkey (1976–80),"Right-wing terrorism, Grey Wolves (organization), Nationalist Movement Party","Left-wing terrorism, Communist Party of Turkey/Marxist–Leninist, People's Liberation Army of Turkey, Devrimci Yol"
1977,1992,Mozambican Civil War,FRELIMO,Mozambican National Resistance
1977,1977,Libyan–Egyptian War,Egypt,History of Libya under Muammar Gaddafi
1977,1978,Ethio-Somali War,"Derg, Cuba, People's Democratic Republic of Yemen, Soviet Union",Somalia
1977,1997,Chittagong Hill Tracts conflict,Bangladesh,Shanti Bahini
1977,1977,Shaba I,"Zaire, Morocco, Egypt, France","State of Katanga, Front for the National Liberation of the Congo"
1978,1978,Shaba II,"Zaire, France, Belgium, United States","State of Katanga, Front for the National Liberation of the Congo"
1978,1978,1978 South Lebanon conflict,"Israel, South Lebanon Army",Palestine Liberation Organization
1978,1979,Uganda–Tanzania War,"Tanzania, Uganda National Liberation Army, Mozambique","Uganda, History of Libya under Muammar Gaddafi, Palestine Liberation Organization"
1978,1987,Chadian–Libyan conflict,"Chadian Armed Forces, France, Armed Forces of the North, Chadian National Armed Forces","History of Libya under Muammar Gaddafi, FROLINAT, Transitional Government of National Unity"
1978,Ongoing,Turkey–PKK conflict,"Turkey, Kurdistan Democratic Party, Patriotic Union of Kurdistan","Kurdistan Workers' Party, Koma Civakên Kurdistan, Party for a Free Life in Kurdistan, Kurdistan Democratic Party/North"
1978,1982,NDF Rebellion,Yemen Arab Republic,National Democratic Front (Yemen)
1979,1979,Grand Mosque seizure,Saudi Arabia,Ikhwan
1979,1979,1979 Herat uprising,Democratic Republic of Afghanistan,Afghan National Army
1979,1979,Yemenite War of 1979,Yemen Arab Republic,"People's Democratic Republic of Yemen, National Democratic Front (Yemen)"
1979,1979,1979 Khuzestan uprising,Iran,"Arab Political and Cultural Organization, Democratic Revolutionary Front for the Liberation of Arabistan, People's Front for Liberation of Arabistan (page does not exist), Arab Front for the Liberation of Al-Ahwaz (page does not exist)"
